Entity,Year,Total energy consumption,Total energy consumption from coal,Total energy consumption from natural gas,"Total energy consumption from nuclear, renewables, and other",Total energy consumption from petroleum and other liquids
INTL.44-2-AZE-QBTU.A,1990,--,,,,
INTL.44-2-AZE-QBTU.A,1991,--,,,,
INTL.44-2-AZE-QBTU.A,1992,0.991,,,,
INTL.44-2-AZE-QBTU.A,1993,0.844,,,,
INTL.44-2-AZE-QBTU.A,1994,0.759,,,,
INTL.44-2-AZE-QBTU.A,1995,0.728,,,,
INTL.44-2-AZE-QBTU.A,1996,0.643,,,,
INTL.44-2-AZE-QBTU.A,1997,0.638,,,,
INTL.44-2-AZE-QBTU.A,1998,0.546,,,,
INTL.44-2-AZE-QBTU.A,1999,0.564,,,,
INTL.44-2-AZE-QBTU.A,2000,0.507,,,,
INTL.44-2-AZE-QBTU.A,2001,0.446,,,,
INTL.44-2-AZE-QBTU.A,2002,0.532,,,,
INTL.44-2-AZE-QBTU.A,2003,0.567,,,,
INTL.44-2-AZE-QBTU.A,2004,0.626,,,,
INTL.44-2-AZE-QBTU.A,2005,0.648,,,,
INTL.44-2-AZE-QBTU.A,2006,0.657,,,,
INTL.44-2-AZE-QBTU.A,2007,0.541,,,,
INTL.44-2-AZE-QBTU.A,2008,0.579,,,,
INTL.44-2-AZE-QBTU.A,2009,0.544,,,,
INTL.44-2-AZE-QBTU.A,2010,0.587,,,,
INTL.44-2-AZE-QBTU.A,2011,0.555,,,,
INTL.44-2-AZE-QBTU.A,2012,0.603,,,,
INTL.44-2-AZE-QBTU.A,2013,0.567,,,,
INTL.44-2-AZE-QBTU.A,2014,0.585,,,,
INTL.44-2-AZE-QBTU.A,2015,0.618,,,,
INTL.44-2-AZE-QBTU.A,2016,0.609,,,,
INTL.44-2-AZE-QBTU.A,2017,0.595,,,,
INTL.44-2-BDI-QBTU.A,1980,0.002,,,,
INTL.44-2-BDI-QBTU.A,1981,0.002,,,,
INTL.44-2-BDI-QBTU.A,1982,0.002,,,,
INTL.44-2-BDI-QBTU.A,1983,0.002,,,,
INTL.44-2-BDI-QBTU.A,1984,0.003,,,,
INTL.44-2-BDI-QBTU.A,1985,0.003,,,,
INTL.44-2-BDI-QBTU.A,1986,0.003,,,,
INTL.44-2-BDI-QBTU.A,1987,0.003,,,,
INTL.44-2-BDI-QBTU.A,1988,0.005,,,,
INTL.44-2-BDI-QBTU.A,1989,0.005,,,,
INTL.44-2-BDI-QBTU.A,1990,0.005,,,,
INTL.44-2-BDI-QBTU.A,1991,0.006,,,,
INTL.44-2-BDI-QBTU.A,1992,0.006,,,,
INTL.44-2-BDI-QBTU.A,1993,0.006,,,,
INTL.44-2-BDI-QBTU.A,1994,0.007,,,,
INTL.44-2-BDI-QBTU.A,1995,0.006,,,,
INTL.44-2-BDI-QBTU.A,1996,0.007,,,,
INTL.44-2-BDI-QBTU.A,1997,0.007,,,,
INTL.44-2-BDI-QBTU.A,1998,0.007,,,,
INTL.44-2-BDI-QBTU.A,1999,0.007,,,,
INTL.44-2-BDI-QBTU.A,2000,0.006,,,,
INTL.44-2-BDI-QBTU.A,2001,0.005,,,,
INTL.44-2-BDI-QBTU.A,2002,0.005,,,,
INTL.44-2-BDI-QBTU.A,2003,0.004,,,,
INTL.44-2-BDI-QBTU.A,2004,0.004,,,,
INTL.44-2-BDI-QBTU.A,2005,0.004,,,,
INTL.44-2-BDI-QBTU.A,2006,0.004,,,,
INTL.44-2-BDI-QBTU.A,2007,0.007,,,,
INTL.44-2-BDI-QBTU.A,2008,0.004,,,,
INTL.44-2-BDI-QBTU.A,2009,0.004,,,,
INTL.44-2-BDI-QBTU.A,2010,0.005,,,,
INTL.44-2-BDI-QBTU.A,2011,0.006,,,,
INTL.44-2-BDI-QBTU.A,2012,0.005,,,,
INTL.44-2-BDI-QBTU.A,2013,0.006,,,,
INTL.44-2-BDI-QBTU.A,2014,0.005,,,,
INTL.44-2-BDI-QBTU.A,2015,0.007,,,,
INTL.44-2-BDI-QBTU.A,2016,0.008,,,,
INTL.44-2-BDI-QBTU.A,2017,0.005,,,,
INTL.44-2-BEL-QBTU.A,1980,2.134,,,,
INTL.44-2-BEL-QBTU.A,1981,2.009,,,,
INTL.44-2-BEL-QBTU.A,1982,1.88,,,,
INTL.44-2-BEL-QBTU.A,1983,1.843,,,,
INTL.44-2-BEL-QBTU.A,1984,1.884,,,,
INTL.44-2-BEL-QBTU.A,1985,1.956,,,,
INTL.44-2-BEL-QBTU.A,1986,2.034,,,,
INTL.44-2-BEL-QBTU.A,1987,2.098,,,,
INTL.44-2-BEL-QBTU.A,1988,2.151,,,,
INTL.44-2-BEL-QBTU.A,1989,2.166,,,,
INTL.44-2-BEL-QBTU.A,1990,2.222,,,,
INTL.44-2-BEL-QBTU.A,1991,2.304,,,,
INTL.44-2-BEL-QBTU.A,1992,2.304,,,,
INTL.44-2-BEL-QBTU.A,1993,2.271,,,,
INTL.44-2-BEL-QBTU.A,1994,2.417,,,,
INTL.44-2-BEL-QBTU.A,1995,2.452,,,,
INTL.44-2-BEL-QBTU.A,1996,2.593,,,,
INTL.44-2-BEL-QBTU.A,1997,2.605,,,,
INTL.44-2-BEL-QBTU.A,1998,2.668,,,,
INTL.44-2-BEL-QBTU.A,1999,2.648,,,,
INTL.44-2-BEL-QBTU.A,2000,2.709,,,,
INTL.44-2-BEL-QBTU.A,2001,2.703,,,,
INTL.44-2-BEL-QBTU.A,2002,2.686,,,,
INTL.44-2-BEL-QBTU.A,2003,2.771,,,,
INTL.44-2-BEL-QBTU.A,2004,2.808,,,,
INTL.44-2-BEL-QBTU.A,2005,2.78,,,,
INTL.44-2-BEL-QBTU.A,2006,2.772,,,,
INTL.44-2-BEL-QBTU.A,2007,2.784,,,,
INTL.44-2-BEL-QBTU.A,2008,2.87,,,,
INTL.44-2-BEL-QBTU.A,2009,2.619,,,,
INTL.44-2-BEL-QBTU.A,2010,2.818,,,,
INTL.44-2-BEL-QBTU.A,2011,2.632,,,,
INTL.44-2-BEL-QBTU.A,2012,2.558,,,,
INTL.44-2-BEL-QBTU.A,2013,2.633,,,,
INTL.44-2-BEL-QBTU.A,2014,2.46,,,,
INTL.44-2-BEL-QBTU.A,2015,2.489,,,,
INTL.44-2-BEL-QBTU.A,2016,2.642,,,,
INTL.44-2-BEL-QBTU.A,2017,2.658,,,,
INTL.44-2-BEN-QBTU.A,1980,0.007,,,,
INTL.44-2-BEN-QBTU.A,1981,0.007,,,,
INTL.44-2-BEN-QBTU.A,1982,0.005,,,,
INTL.44-2-BEN-QBTU.A,1983,0.007,,,,
INTL.44-2-BEN-QBTU.A,1984,0.007,,,,
INTL.44-2-BEN-QBTU.A,1985,0.008,,,,
INTL.44-2-BEN-QBTU.A,1986,0.008,,,,
INTL.44-2-BEN-QBTU.A,1987,0.006,,,,
INTL.44-2-BEN-QBTU.A,1988,0.007,,,,
INTL.44-2-BEN-QBTU.A,1989,0.008,,,,
INTL.44-2-BEN-QBTU.A,1990,0.009,,,,
INTL.44-2-BEN-QBTU.A,1991,0.01,,,,
INTL.44-2-BEN-QBTU.A,1992,0.011,,,,
INTL.44-2-BEN-QBTU.A,1993,0.012,,,,
INTL.44-2-BEN-QBTU.A,1994,0.013,,,,
INTL.44-2-BEN-QBTU.A,1995,0.014,,,,
INTL.44-2-BEN-QBTU.A,1996,0.015,,,,
INTL.44-2-BEN-QBTU.A,1997,0.017,,,,
INTL.44-2-BEN-QBTU.A,1998,0.018,,,,
INTL.44-2-BEN-QBTU.A,1999,0.009,,,,
INTL.44-2-BEN-QBTU.A,2000,0.023,,,,
INTL.44-2-BEN-QBTU.A,2001,0.027,,,,
INTL.44-2-BEN-QBTU.A,2002,0.031,,,,
INTL.44-2-BEN-QBTU.A,2003,0.035,,,,
INTL.44-2-BEN-QBTU.A,2004,0.037,,,,
INTL.44-2-BEN-QBTU.A,2005,0.035,,,,
INTL.44-2-BEN-QBTU.A,2006,0.048,,,,
INTL.44-2-BEN-QBTU.A,2007,0.057,,,,
INTL.44-2-BEN-QBTU.A,2008,0.058,,,,
INTL.44-2-BEN-QBTU.A,2009,0.064,,,,
INTL.44-2-BEN-QBTU.A,2010,0.074,,,,
INTL.44-2-BEN-QBTU.A,2011,0.069,,,,
INTL.44-2-BEN-QBTU.A,2012,0.065,,,,
INTL.44-2-BEN-QBTU.A,2013,0.066,,,,
INTL.44-2-BEN-QBTU.A,2014,0.07,,,,
INTL.44-2-BEN-QBTU.A,2015,0.078,,,,
INTL.44-2-BEN-QBTU.A,2016,0.098,,,,
INTL.44-2-BEN-QBTU.A,2017,0.096,,,,
INTL.44-2-BFA-QBTU.A,1980,0.006,,,,
INTL.44-2-BFA-QBTU.A,1981,0.006,,,,
INTL.44-2-BFA-QBTU.A,1982,0.006,,,,
INTL.44-2-BFA-QBTU.A,1983,0.006,,,,
INTL.44-2-BFA-QBTU.A,1984,0.006,,,,
INTL.44-2-BFA-QBTU.A,1985,0.006,,,,
INTL.44-2-BFA-QBTU.A,1986,0.007,,,,
INTL.44-2-BFA-QBTU.A,1987,0.007,,,,
INTL.44-2-BFA-QBTU.A,1988,0.008,,,,
INTL.44-2-BFA-QBTU.A,1989,0.007,,,,
INTL.44-2-BFA-QBTU.A,1990,0.007,,,,
INTL.44-2-BFA-QBTU.A,1991,0.008,,,,
INTL.44-2-BFA-QBTU.A,1992,0.008,,,,
INTL.44-2-BFA-QBTU.A,1993,0.009,,,,
INTL.44-2-BFA-QBTU.A,1994,0.01,,,,
INTL.44-2-BFA-QBTU.A,1995,0.01,,,,
INTL.44-2-BFA-QBTU.A,1996,0.011,,,,
INTL.44-2-BFA-QBTU.A,1997,0.017,,,,
INTL.44-2-BFA-QBTU.A,1998,0.016,,,,
INTL.44-2-BFA-QBTU.A,1999,0.016,,,,
INTL.44-2-BFA-QBTU.A,2000,0.015,,,,
INTL.44-2-BFA-QBTU.A,2001,0.016,,,,
INTL.44-2-BFA-QBTU.A,2002,0.017,,,,
INTL.44-2-BFA-QBTU.A,2003,0.019,,,,
INTL.44-2-BFA-QBTU.A,2004,0.017,,,,
INTL.44-2-BFA-QBTU.A,2005,0.018,,,,
INTL.44-2-BFA-QBTU.A,2006,0.018,,,,
INTL.44-2-BFA-QBTU.A,2007,0.025,,,,
INTL.44-2-BFA-QBTU.A,2008,0.027,,,,
INTL.44-2-BFA-QBTU.A,2009,0.026,,,,
INTL.44-2-BFA-QBTU.A,2010,0.028,,,,
INTL.44-2-BFA-QBTU.A,2011,0.032,,,,
INTL.44-2-BFA-QBTU.A,2012,0.038,,,,
INTL.44-2-BFA-QBTU.A,2013,0.045,,,,
INTL.44-2-BFA-QBTU.A,2014,0.042,,,,
INTL.44-2-BFA-QBTU.A,2015,0.053,,,,
INTL.44-2-BFA-QBTU.A,2016,0.045,,,,
INTL.44-2-BFA-QBTU.A,2017,0.049,,,,
INTL.44-2-BGD-QBTU.A,1980,0.122,,,,
INTL.44-2-BGD-QBTU.A,1981,0.133,,,,
INTL.44-2-BGD-QBTU.A,1982,0.141,,,,
INTL.44-2-BGD-QBTU.A,1983,0.136,,,,
INTL.44-2-BGD-QBTU.A,1984,0.166,,,,
INTL.44-2-BGD-QBTU.A,1985,0.172,,,,
INTL.44-2-BGD-QBTU.A,1986,0.187,,,,
INTL.44-2-BGD-QBTU.A,1987,0.202,,,,
INTL.44-2-BGD-QBTU.A,1988,0.226,,,,
INTL.44-2-BGD-QBTU.A,1989,0.245,,,,
INTL.44-2-BGD-QBTU.A,1990,0.238,,,,
INTL.44-2-BGD-QBTU.A,1991,0.257,,,,
INTL.44-2-BGD-QBTU.A,1992,0.286,,,,
INTL.44-2-BGD-QBTU.A,1993,0.318,,,,
INTL.44-2-BGD-QBTU.A,1994,0.348,,,,
INTL.44-2-BGD-QBTU.A,1995,0.382,,,,
INTL.44-2-BGD-QBTU.A,1996,0.39,,,,
INTL.44-2-BGD-QBTU.A,1997,0.403,,,,
INTL.44-2-BGD-QBTU.A,1998,0.417,,,,
INTL.44-2-BGD-QBTU.A,1999,0.463,,,,
INTL.44-2-BGD-QBTU.A,2000,0.503,,,,
INTL.44-2-BGD-QBTU.A,2001,0.553,,,,
INTL.44-2-BGD-QBTU.A,2002,0.581,,,,
INTL.44-2-BGD-QBTU.A,2003,0.637,,,,
INTL.44-2-BGD-QBTU.A,2004,0.659,,,,
INTL.44-2-BGD-QBTU.A,2005,0.7,,,,
INTL.44-2-BGD-QBTU.A,2006,0.749,,,,
INTL.44-2-BGD-QBTU.A,2007,0.79,,,,
INTL.44-2-BGD-QBTU.A,2008,0.853,,,,
INTL.44-2-BGD-QBTU.A,2009,0.904,,,,
INTL.44-2-BGD-QBTU.A,2010,0.955,,,,
INTL.44-2-BGD-QBTU.A,2011,1,,,,
INTL.44-2-BGD-QBTU.A,2012,1.086,,,,
INTL.44-2-BGD-QBTU.A,2013,1.114,,,,
INTL.44-2-BGD-QBTU.A,2014,1.164,,,,
INTL.44-2-BGD-QBTU.A,2015,1.278,,,,
INTL.44-2-BGD-QBTU.A,2016,1.383,,,,
INTL.44-2-BGD-QBTU.A,2017,1.418,,,,
INTL.44-2-BGR-QBTU.A,1980,1.351,,,,
INTL.44-2-BGR-QBTU.A,1981,1.341,,,,
INTL.44-2-BGR-QBTU.A,1982,1.386,,,,
INTL.44-2-BGR-QBTU.A,1983,1.407,,,,
INTL.44-2-BGR-QBTU.A,1984,1.405,,,,
INTL.44-2-BGR-QBTU.A,1985,1.46,,,,
INTL.44-2-BGR-QBTU.A,1986,1.439,,,,
INTL.44-2-BGR-QBTU.A,1987,1.434,,,,
INTL.44-2-BGR-QBTU.A,1988,1.436,,,,
INTL.44-2-BGR-QBTU.A,1989,1.328,,,,
INTL.44-2-BGR-QBTU.A,1990,1.2,,,,
INTL.44-2-BGR-QBTU.A,1991,0.934,,,,
INTL.44-2-BGR-QBTU.A,1992,0.927,,,,
INTL.44-2-BGR-QBTU.A,1993,0.903,,,,
INTL.44-2-BGR-QBTU.A,1994,0.909,,,,
INTL.44-2-BGR-QBTU.A,1995,0.995,,,,
INTL.44-2-BGR-QBTU.A,1996,1.002,,,,
INTL.44-2-BGR-QBTU.A,1997,0.919,,,,
INTL.44-2-BGR-QBTU.A,1998,0.851,,,,
INTL.44-2-BGR-QBTU.A,1999,0.77,,,,
INTL.44-2-BGR-QBTU.A,2000,0.773,,,,
INTL.44-2-BGR-QBTU.A,2001,0.788,,,,
INTL.44-2-BGR-QBTU.A,2002,0.8,,,,
INTL.44-2-BGR-QBTU.A,2003,0.805,,,,
INTL.44-2-BGR-QBTU.A,2004,0.809,,,,
INTL.44-2-BGR-QBTU.A,2005,0.844,,,,
INTL.44-2-BGR-QBTU.A,2006,0.86,,,,
INTL.44-2-BGR-QBTU.A,2007,0.839,,,,
INTL.44-2-BGR-QBTU.A,2008,0.84,,,,
INTL.44-2-BGR-QBTU.A,2009,0.719,,,,
INTL.44-2-BGR-QBTU.A,2010,0.735,,,,
INTL.44-2-BGR-QBTU.A,2011,0.793,,,,
INTL.44-2-BGR-QBTU.A,2012,0.756,,,,
INTL.44-2-BGR-QBTU.A,2013,0.706,,,,
INTL.44-2-BGR-QBTU.A,2014,0.753,,,,
INTL.44-2-BGR-QBTU.A,2015,0.791,,,,
INTL.44-2-BGR-QBTU.A,2016,0.757,,,,
INTL.44-2-BGR-QBTU.A,2017,0.773,,,,
INTL.44-2-BHR-QBTU.A,1980,0.137,,,,
INTL.44-2-BHR-QBTU.A,1981,0.158,,,,
INTL.44-2-BHR-QBTU.A,1982,0.168,,,,
INTL.44-2-BHR-QBTU.A,1983,0.177,,,,
INTL.44-2-BHR-QBTU.A,1984,0.172,,,,
INTL.44-2-BHR-QBTU.A,1985,0.204,,,,
INTL.44-2-BHR-QBTU.A,1986,0.221,,,,
INTL.44-2-BHR-QBTU.A,1987,0.266,,,,
INTL.44-2-BHR-QBTU.A,1988,0.229,,,,
INTL.44-2-BHR-QBTU.A,1989,0.234,,,,
INTL.44-2-BHR-QBTU.A,1990,0.256,,,,
INTL.44-2-BHR-QBTU.A,1991,0.287,,,,
INTL.44-2-BHR-QBTU.A,1992,0.241,,,,
INTL.44-2-BHR-QBTU.A,1993,0.287,,,,
INTL.44-2-BHR-QBTU.A,1994,0.283,,,,
INTL.44-2-BHR-QBTU.A,1995,0.284,,,,
INTL.44-2-BHR-QBTU.A,1996,0.284,,,,
INTL.44-2-BHR-QBTU.A,1997,0.335,,,,
INTL.44-2-BHR-QBTU.A,1998,0.352,,,,
INTL.44-2-BHR-QBTU.A,1999,0.361,,,,
INTL.44-2-BHR-QBTU.A,2000,0.382,,,,
INTL.44-2-BHR-QBTU.A,2001,0.395,,,,
INTL.44-2-BHR-QBTU.A,2002,0.422,,,,
INTL.44-2-BHR-QBTU.A,2003,0.44,,,,
INTL.44-2-BHR-QBTU.A,2004,0.456,,,,
INTL.44-2-BHR-QBTU.A,2005,0.512,,,,
INTL.44-2-BHR-QBTU.A,2006,0.546,,,,
INTL.44-2-BHR-QBTU.A,2007,0.561,,,,
INTL.44-2-BHR-QBTU.A,2008,0.587,,,,
INTL.44-2-BHR-QBTU.A,2009,0.581,,,,
INTL.44-2-BHR-QBTU.A,2010,0.588,,,,
INTL.44-2-BHR-QBTU.A,2011,0.582,,,,
INTL.44-2-BHR-QBTU.A,2012,0.625,,,,
INTL.44-2-BHR-QBTU.A,2013,0.695,,,,
INTL.44-2-BHR-QBTU.A,2014,0.689,,,,
INTL.44-2-BHR-QBTU.A,2015,0.695,,,,
INTL.44-2-BHR-QBTU.A,2016,0.693,,,,
INTL.44-2-BHR-QBTU.A,2017,0.719,,,,
INTL.44-2-BHS-QBTU.A,1980,0.06,,,,
INTL.44-2-BHS-QBTU.A,1981,0.062,,,,
INTL.44-2-BHS-QBTU.A,1982,0.054,,,,
INTL.44-2-BHS-QBTU.A,1983,0.041,,,,
INTL.44-2-BHS-QBTU.A,1984,0.037,,,,
INTL.44-2-BHS-QBTU.A,1985,0.032,,,,
INTL.44-2-BHS-QBTU.A,1986,0.032,,,,
INTL.44-2-BHS-QBTU.A,1987,0.036,,,,
INTL.44-2-BHS-QBTU.A,1988,0.034,,,,
INTL.44-2-BHS-QBTU.A,1989,0.039,,,,
INTL.44-2-BHS-QBTU.A,1990,0.041,,,,
INTL.44-2-BHS-QBTU.A,1991,0.036,,,,
INTL.44-2-BHS-QBTU.A,1992,0.031,,,,
INTL.44-2-BHS-QBTU.A,1993,0.032,,,,
INTL.44-2-BHS-QBTU.A,1994,0.036,,,,
INTL.44-2-BHS-QBTU.A,1995,0.043,,,,
INTL.44-2-BHS-QBTU.A,1996,0.049,,,,
INTL.44-2-BHS-QBTU.A,1997,0.047,,,,
INTL.44-2-BHS-QBTU.A,1998,0.054,,,,
INTL.44-2-BHS-QBTU.A,1999,0.047,,,,
INTL.44-2-BHS-QBTU.A,2000,0.056,,,,
INTL.44-2-BHS-QBTU.A,2001,0.057,,,,
INTL.44-2-BHS-QBTU.A,2002,0.059,,,,
INTL.44-2-BHS-QBTU.A,2003,0.041,,,,
INTL.44-2-BHS-QBTU.A,2004,0.046,,,,
INTL.44-2-BHS-QBTU.A,2005,0.044,,,,
INTL.44-2-BHS-QBTU.A,2006,0.051,,,,
INTL.44-2-BHS-QBTU.A,2007,0.059,,,,
INTL.44-2-BHS-QBTU.A,2008,0.058,,,,
INTL.44-2-BHS-QBTU.A,2009,0.043,,,,
INTL.44-2-BHS-QBTU.A,2010,0.045,,,,
INTL.44-2-BHS-QBTU.A,2011,0.04,,,,
INTL.44-2-BHS-QBTU.A,2012,0.046,,,,
INTL.44-2-BHS-QBTU.A,2013,0.043,,,,
INTL.44-2-BHS-QBTU.A,2014,0.042,,,,
INTL.44-2-BHS-QBTU.A,2015,0.04,,,,
INTL.44-2-BHS-QBTU.A,2016,0.042,,,,
INTL.44-2-BHS-QBTU.A,2017,0.042,,,,
INTL.44-2-BIH-QBTU.A,1980,--,,,,
INTL.44-2-BIH-QBTU.A,1981,--,,,,
INTL.44-2-BIH-QBTU.A,1982,--,,,,
INTL.44-2-BIH-QBTU.A,1983,--,,,,
INTL.44-2-BIH-QBTU.A,1984,--,,,,
INTL.44-2-BIH-QBTU.A,1985,--,,,,
INTL.44-2-BIH-QBTU.A,1986,--,,,,
INTL.44-2-BIH-QBTU.A,1987,--,,,,
INTL.44-2-BIH-QBTU.A,1988,--,,,,
INTL.44-2-BIH-QBTU.A,1989,--,,,,
INTL.44-2-BIH-QBTU.A,1990,--,,,,
INTL.44-2-BIH-QBTU.A,1991,--,,,,
INTL.44-2-BIH-QBTU.A,1992,0.149,,,,
INTL.44-2-BIH-QBTU.A,1993,0.107,,,,
INTL.44-2-BIH-QBTU.A,1994,0.113,,,,
INTL.44-2-BIH-QBTU.A,1995,0.187,,,,
INTL.44-2-BIH-QBTU.A,1996,0.117,,,,
INTL.44-2-BIH-QBTU.A,1997,0.166,,,,
INTL.44-2-BIH-QBTU.A,1998,0.196,,,,
INTL.44-2-BIH-QBTU.A,1999,0.199,,,,
INTL.44-2-BIH-QBTU.A,2000,0.221,,,,
INTL.44-2-BIH-QBTU.A,2001,0.22,,,,
INTL.44-2-BIH-QBTU.A,2002,0.221,,,,
INTL.44-2-BIH-QBTU.A,2003,0.193,,,,
INTL.44-2-BIH-QBTU.A,2004,0.199,,,,
INTL.44-2-BIH-QBTU.A,2005,0.184,,,,
INTL.44-2-BIH-QBTU.A,2006,0.188,,,,
INTL.44-2-BIH-QBTU.A,2007,0.179,,,,
INTL.44-2-BIH-QBTU.A,2008,0.203,,,,
INTL.44-2-BIH-QBTU.A,2009,0.244,,,,
INTL.44-2-BIH-QBTU.A,2010,0.261,,,,
INTL.44-2-BIH-QBTU.A,2011,0.253,,,,
INTL.44-2-BIH-QBTU.A,2012,0.246,,,,
INTL.44-2-BIH-QBTU.A,2013,0.25,,,,
INTL.44-2-BIH-QBTU.A,2014,0.242,,,,
INTL.44-2-BIH-QBTU.A,2015,0.243,,,,
INTL.44-2-BIH-QBTU.A,2016,0.248,,,,
INTL.44-2-BIH-QBTU.A,2017,0.245,,,,
INTL.44-2-BLR-QBTU.A,1980,--,,,,
INTL.44-2-BLR-QBTU.A,1981,--,,,,
INTL.44-2-BLR-QBTU.A,1982,--,,,,
INTL.44-2-BLR-QBTU.A,1983,--,,,,
INTL.44-2-BLR-QBTU.A,1984,--,,,,
INTL.44-2-BLR-QBTU.A,1985,--,,,,
INTL.44-2-BLR-QBTU.A,1986,--,,,,
INTL.44-2-BLR-QBTU.A,1987,--,,,,
INTL.44-2-BLR-QBTU.A,1988,--,,,,
INTL.44-2-BLR-QBTU.A,1989,--,,,,
INTL.44-2-BLR-QBTU.A,1990,--,,,,
INTL.44-2-BLR-QBTU.A,1991,--,,,,
INTL.44-2-BLR-QBTU.A,1992,1.512,,,,
INTL.44-2-BLR-QBTU.A,1993,1.293,,,,
INTL.44-2-BLR-QBTU.A,1994,1.064,,,,
INTL.44-2-BLR-QBTU.A,1995,1.002,,,,
INTL.44-2-BLR-QBTU.A,1996,1.001,,,,
INTL.44-2-BLR-QBTU.A,1997,0.98,,,,
INTL.44-2-BLR-QBTU.A,1998,0.962,,,,
INTL.44-2-BLR-QBTU.A,1999,0.994,,,,
INTL.44-2-BLR-QBTU.A,2000,1.086,,,,
INTL.44-2-BLR-QBTU.A,2001,1.007,,,,
INTL.44-2-BLR-QBTU.A,2002,0.977,,,,
INTL.44-2-BLR-QBTU.A,2003,1.023,,,,
INTL.44-2-BLR-QBTU.A,2004,0.957,,,,
INTL.44-2-BLR-QBTU.A,2005,1.078,,,,
INTL.44-2-BLR-QBTU.A,2006,1.152,,,,
INTL.44-2-BLR-QBTU.A,2007,1.118,,,,
INTL.44-2-BLR-QBTU.A,2008,1.133,,,,
INTL.44-2-BLR-QBTU.A,2009,1.054,,,,
INTL.44-2-BLR-QBTU.A,2010,1.122,,,,
INTL.44-2-BLR-QBTU.A,2011,1.161,,,,
INTL.44-2-BLR-QBTU.A,2012,1.171,,,,
INTL.44-2-BLR-QBTU.A,2013,1.118,,,,
INTL.44-2-BLR-QBTU.A,2014,1.121,,,,
INTL.44-2-BLR-QBTU.A,2015,0.953,,,,
INTL.44-2-BLR-QBTU.A,2016,0.944,,,,
INTL.44-2-BLR-QBTU.A,2017,0.961,,,,
INTL.44-2-BLZ-QBTU.A,1980,0.004,,,,
INTL.44-2-BLZ-QBTU.A,1981,0.003,,,,
INTL.44-2-BLZ-QBTU.A,1982,0.003,,,,
INTL.44-2-BLZ-QBTU.A,1983,0.003,,,,
INTL.44-2-BLZ-QBTU.A,1984,0.003,,,,
INTL.44-2-BLZ-QBTU.A,1985,0.003,,,,
INTL.44-2-BLZ-QBTU.A,1986,0.004,,,,
INTL.44-2-BLZ-QBTU.A,1987,0.003,,,,
INTL.44-2-BLZ-QBTU.A,1988,0.003,,,,
INTL.44-2-BLZ-QBTU.A,1989,0.004,,,,
INTL.44-2-BLZ-QBTU.A,1990,0.005,,,,
INTL.44-2-BLZ-QBTU.A,1991,0.006,,,,
INTL.44-2-BLZ-QBTU.A,1992,0.005,,,,
INTL.44-2-BLZ-QBTU.A,1993,0.005,,,,
INTL.44-2-BLZ-QBTU.A,1994,0.004,,,,
INTL.44-2-BLZ-QBTU.A,1995,0.005,,,,
INTL.44-2-BLZ-QBTU.A,1996,0.005,,,,
INTL.44-2-BLZ-QBTU.A,1997,0.008,,,,
INTL.44-2-BLZ-QBTU.A,1998,0.007,,,,
INTL.44-2-BLZ-QBTU.A,1999,0.008,,,,
INTL.44-2-BLZ-QBTU.A,2000,0.008,,,,
INTL.44-2-BLZ-QBTU.A,2001,0.009,,,,
INTL.44-2-BLZ-QBTU.A,2002,0.009,,,,
INTL.44-2-BLZ-QBTU.A,2003,0.009,,,,
INTL.44-2-BLZ-QBTU.A,2004,0.008,,,,
INTL.44-2-BLZ-QBTU.A,2005,0.009,,,,
INTL.44-2-BLZ-QBTU.A,2006,0.01,,,,
INTL.44-2-BLZ-QBTU.A,2007,0.01,,,,
INTL.44-2-BLZ-QBTU.A,2008,0.009,,,,
INTL.44-2-BLZ-QBTU.A,2009,0.01,,,,
INTL.44-2-BLZ-QBTU.A,2010,0.012,,,,
INTL.44-2-BLZ-QBTU.A,2011,0.01,,,,
INTL.44-2-BLZ-QBTU.A,2012,0.01,,,,
INTL.44-2-BLZ-QBTU.A,2013,0.011,,,,
INTL.44-2-BLZ-QBTU.A,2014,0.011,,,,
INTL.44-2-BLZ-QBTU.A,2015,0.013,,,,
INTL.44-2-BLZ-QBTU.A,2016,0.013,,,,
INTL.44-2-BLZ-QBTU.A,2017,0.013,,,,
INTL.44-2-BMU-QBTU.A,1980,0.008,,,,
INTL.44-2-BMU-QBTU.A,1981,0.007,,,,
INTL.44-2-BMU-QBTU.A,1982,0.007,,,,
INTL.44-2-BMU-QBTU.A,1983,0.008,,,,
INTL.44-2-BMU-QBTU.A,1984,0.008,,,,
INTL.44-2-BMU-QBTU.A,1985,0.007,,,,
INTL.44-2-BMU-QBTU.A,1986,0.007,,,,
INTL.44-2-BMU-QBTU.A,1987,0.01,,,,
INTL.44-2-BMU-QBTU.A,1988,0.011,,,,
INTL.44-2-BMU-QBTU.A,1989,0.013,,,,
INTL.44-2-BMU-QBTU.A,1990,0.009,,,,
INTL.44-2-BMU-QBTU.A,1991,0.008,,,,
INTL.44-2-BMU-QBTU.A,1992,0.006,,,,
INTL.44-2-BMU-QBTU.A,1993,0.007,,,,
INTL.44-2-BMU-QBTU.A,1994,0.007,,,,
INTL.44-2-BMU-QBTU.A,1995,0.007,,,,
INTL.44-2-BMU-QBTU.A,1996,0.008,,,,
INTL.44-2-BMU-QBTU.A,1997,0.008,,,,
